entry,at,order
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:45:32.747Z,160823793274800
"""Leon @ FBmvb3C6ih"" bets 5625",2020-12-17T20:45:26.029Z,160823792603000
"turn: J♠, 7♣, 9♥ [3♠]",2020-12-17T20:45:21.729Z,160823792173100
"""dajafa @ 3lqztn0PtJ"" calls 2500",2020-12-17T20:45:20.921Z,160823792092200
"""Leon @ FBmvb3C6ih"" bets 2500",2020-12-17T20:45:13.161Z,160823791316200
"flop:  [J♠, 7♣, 9♥]",2020-12-17T20:45:03.337Z,160823790333900
"""dajafa @ 3lqztn0PtJ"" calls 1250",2020-12-17T20:45:02.511Z,160823790251500
"""Leon @ FBmvb3C6ih"" raises to 1250",2020-12-17T20:44:59.769Z,160823789977000
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:44:46.940Z,160823788694100
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:44:43.582Z,160823788358300
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:44:42.667Z,160823788266800
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 500",2020-12-17T20:44:34.450Z,160823787445510
"""Leon @ FBmvb3C6ih"" posts a small blind of 250",2020-12-17T20:44:34.450Z,160823787445509
"Your hand is 7♠, 9♦",2020-12-17T20:44:34.450Z,160823787445505
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (41673) | #2 ""Solenya @ Cm7T72VOne"" (69577) | #4 ""Vaibhav @ d9aWWonCb9"" (32610) | #6 ""Leon @ FBmvb3C6ih"" (29600) | #9 ""dajafa @ 3lqztn0PtJ"" (36540)",2020-12-17T20:44:34.450Z,160823787445503
"-- starting hand #44  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T20:44:34.450Z,160823787445502
"The game's big blind was changed from 300 to 500.",2020-12-17T20:44:34.450Z,160823787445501
"The game's small blind was changed from 150 to 250.",2020-12-17T20:44:34.450Z,160823787445500
"-- ending hand #43 --",2020-12-17T20:44:31.541Z,160823787154202
"""Leon @ FBmvb3C6ih"" collected 1650 from pot",2020-12-17T20:44:31.541Z,160823787154201
"Uncalled bet of 1237 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T20:44:31.541Z,160823787154200
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:44:30.734Z,160823787073500
"""Leon @ FBmvb3C6ih"" bets 1237",2020-12-17T20:43:59.894Z,160823783989500
"flop:  [2♠, 3♦, 8♦]",2020-12-17T20:43:53.347Z,160823783334900
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:43:52.538Z,160823783253900
"""Leon @ FBmvb3C6ih"" calls 600",2020-12-17T20:43:21.713Z,160823780171400
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:43:17.077Z,160823779707800
"""Solenya @ Cm7T72VOne"" raises to 600",2020-12-17T20:43:11.969Z,160823779197000
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:42:57.394Z,160823777739500
"""dajafa @ 3lqztn0PtJ"" calls 300",2020-12-17T20:42:56.452Z,160823777645300
"""Leon @ FBmvb3C6ih"" posts a big blind of 300",2020-12-17T20:42:51.581Z,160823777158208
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 150",2020-12-17T20:42:51.581Z,160823777158207
"Your hand is Q♠, A♣",2020-12-17T20:42:51.581Z,160823777158203
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (41673) | #2 ""Solenya @ Cm7T72VOne"" (70177) | #4 ""Vaibhav @ d9aWWonCb9"" (32760) | #6 ""Leon @ FBmvb3C6ih"" (28550) | #9 ""dajafa @ 3lqztn0PtJ"" (36840)",2020-12-17T20:42:51.581Z,160823777158201
"-- starting hand #43  (No Limit Texas Hold'em) (dealer: ""Solenya @ Cm7T72VOne"") --",2020-12-17T20:42:51.581Z,160823777158200
"-- ending hand #42 --",2020-12-17T20:42:48.645Z,160823776864602
"""dajafa @ 3lqztn0PtJ"" collected 3300 from pot",2020-12-17T20:42:48.645Z,160823776864601
"Uncalled bet of 1200 returned to ""dajafa @ 3lqztn0PtJ""",2020-12-17T20:42:48.645Z,160823776864600
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:42:47.839Z,160823776784000
"""dajafa @ 3lqztn0PtJ"" bets 1200",2020-12-17T20:42:20.518Z,160823774051900
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:42:16.337Z,160823773633800
"flop:  [7♠, Q♥, 9♠]",2020-12-17T20:42:02.486Z,160823772248900
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:42:01.654Z,160823772165500
"""Solenya @ Cm7T72VOne"" calls 1500",2020-12-17T20:41:58.751Z,160823771875200
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:41:42.676Z,160823770267700
"""dajafa @ 3lqztn0PtJ"" raises to 1500",2020-12-17T20:41:35.742Z,160823769574300
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:41:29.170Z,160823768917100
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 300",2020-12-17T20:41:26.710Z,160823768671108
"""Solenya @ Cm7T72VOne"" posts a small blind of 150",2020-12-17T20:41:26.710Z,160823768671107
"Your hand is 2♦, 2♠",2020-12-17T20:41:26.710Z,160823768671103
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (41673) | #2 ""Solenya @ Cm7T72VOne"" (71677) | #4 ""Vaibhav @ d9aWWonCb9"" (33060) | #6 ""Leon @ FBmvb3C6ih"" (28550) | #9 ""dajafa @ 3lqztn0PtJ"" (35040)",2020-12-17T20:41:26.710Z,160823768671101
"-- starting hand #42  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T20:41:26.710Z,160823768671100
"-- ending hand #41 --",2020-12-17T20:41:23.805Z,160823768380602
"""dajafa @ 3lqztn0PtJ"" collected 2550 from pot",2020-12-17T20:41:23.805Z,160823768380601
"Uncalled bet of 1275 returned to ""dajafa @ 3lqztn0PtJ""",2020-12-17T20:41:23.805Z,160823768380600
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:41:22.970Z,160823768297100
"""dajafa @ 3lqztn0PtJ"" bets 1275",2020-12-17T20:41:13.992Z,160823767399200
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:41:10.371Z,160823767037200
"flop:  [4♣, 9♣, 3♣]",2020-12-17T20:40:55.487Z,160823765548800
"""Solenya @ Cm7T72VOne"" calls 1200",2020-12-17T20:40:54.676Z,160823765467700
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:40:53.760Z,160823765376100
"""dajafa @ 3lqztn0PtJ"" raises to 1200",2020-12-17T20:40:43.682Z,160823764368300
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:40:38.900Z,160823763890300
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:40:37.979Z,160823763797900
"""Solenya @ Cm7T72VOne"" posts a big blind of 300",2020-12-17T20:40:28.599Z,160823762860308
"""Wilson @ juRPq4TIwB"" posts a small blind of 150",2020-12-17T20:40:28.599Z,160823762860307
"Your hand is 7♦, A♦",2020-12-17T20:40:28.599Z,160823762860303
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (41823) | #2 ""Solenya @ Cm7T72VOne"" (72877) | #4 ""Vaibhav @ d9aWWonCb9"" (33060) | #6 ""Leon @ FBmvb3C6ih"" (28550) | #9 ""dajafa @ 3lqztn0PtJ"" (33690)",2020-12-17T20:40:28.599Z,160823762860301
"-- starting hand #41  (No Limit Texas Hold'em) (dealer: ""dajafa @ 3lqztn0PtJ"") --",2020-12-17T20:40:28.599Z,160823762860300
"""Solenya @ Cm7T72VOne"" shows a Q♦, Q♣.",2020-12-17T20:40:26.270Z,160823762627200
"-- ending hand #40 --",2020-12-17T20:40:24.978Z,160823762497902
"""Solenya @ Cm7T72VOne"" collected 8400 from pot",2020-12-17T20:40:24.978Z,160823762497901
"Uncalled bet of 8400 returned to ""Solenya @ Cm7T72VOne""",2020-12-17T20:40:24.978Z,160823762497900
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:40:24.173Z,160823762417400
"""Solenya @ Cm7T72VOne"" bets 8400",2020-12-17T20:40:22.922Z,160823762292200
"river: Q♠, 10♦, 5♥, 4♦ [6♦]",2020-12-17T20:40:13.349Z,160823761336000
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:40:12.542Z,160823761254500
"""Leon @ FBmvb3C6ih"" calls 2100",2020-12-17T20:40:05.524Z,160823760552500
"""Solenya @ Cm7T72VOne"" bets 2100",2020-12-17T20:40:02.134Z,160823760213600
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:39:41.208Z,160823758120900
"turn: Q♠, 10♦, 5♥ [4♦]",2020-12-17T20:39:33.020Z,160823757302300
"""Leon @ FBmvb3C6ih"" calls 1050",2020-12-17T20:39:32.199Z,160823757220000
"""Solenya @ Cm7T72VOne"" calls 1050",2020-12-17T20:39:25.808Z,160823756581200
"""Wilson @ juRPq4TIwB"" bets 1050",2020-12-17T20:39:06.911Z,160823754691200
"flop:  [Q♠, 10♦, 5♥]",2020-12-17T20:39:01.209Z,160823754121100
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:39:00.396Z,160823754039700
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:38:55.155Z,160823753515600
"""Leon @ FBmvb3C6ih"" calls 300",2020-12-17T20:38:54.231Z,160823753423200
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:38:53.303Z,160823753330400
"""Solenya @ Cm7T72VOne"" calls 300",2020-12-17T20:38:50.811Z,160823753081200
"""Wilson @ juRPq4TIwB"" posts a big blind of 300",2020-12-17T20:38:25.754Z,160823750575508
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 150",2020-12-17T20:38:25.754Z,160823750575507
"Your hand is Q♦, Q♣",2020-12-17T20:38:25.754Z,160823750575503
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (43173) | #2 ""Solenya @ Cm7T72VOne"" (67927) | #4 ""Vaibhav @ d9aWWonCb9"" (33060) | #6 ""Leon @ FBmvb3C6ih"" (32000) | #9 ""dajafa @ 3lqztn0PtJ"" (33840)",2020-12-17T20:38:25.754Z,160823750575501
"-- starting hand #40  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T20:38:25.754Z,160823750575500
"""Vaibhav @ d9aWWonCb9"" shows a A♠, K♠.",2020-12-17T20:38:23.076Z,160823750307700
"-- ending hand #39 --",2020-12-17T20:38:22.130Z,160823750213202
"""Vaibhav @ d9aWWonCb9"" collected 3000 from pot",2020-12-17T20:38:22.130Z,160823750213201
"Uncalled bet of 9700 returned to ""Vaibhav @ d9aWWonCb9""",2020-12-17T20:38:22.130Z,160823750213200
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:38:21.319Z,160823750132000
"""Vaibhav @ d9aWWonCb9"" raises to 10000",2020-12-17T20:38:19.411Z,160823749941100
"""Leon @ FBmvb3C6ih"" bets 300",2020-12-17T20:38:14.137Z,160823749413800
"river: A♣, J♥, 6♥, A♥ [J♦]",2020-12-17T20:38:11.643Z,160823749165400
"""Leon @ FBmvb3C6ih"" calls 300",2020-12-17T20:38:10.833Z,160823749083400
"""Vaibhav @ d9aWWonCb9"" bets 300",2020-12-17T20:38:08.667Z,160823748866700
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T20:38:06.083Z,160823748608400
"turn: A♣, J♥, 6♥ [A♥]",2020-12-17T20:37:58.245Z,160823747824800
"""Vaibhav @ d9aWWonCb9"" calls 300",2020-12-17T20:37:57.437Z,160823747743800
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:37:52.617Z,160823747261800
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:37:27.784Z,160823744778500
"""Leon @ FBmvb3C6ih"" bets 300",2020-12-17T20:37:07.830Z,160823742783000
"flop:  [A♣, J♥, 6♥]",2020-12-17T20:37:03.526Z,160823742353700
"""dajafa @ 3lqztn0PtJ"" checks",2020-12-17T20:37:02.705Z,160823742270500
"""Leon @ FBmvb3C6ih"" calls 300",2020-12-17T20:36:58.785Z,160823741878600
"""Vaibhav @ d9aWWonCb9"" calls 300",2020-12-17T20:36:57.841Z,160823741784200
"""Solenya @ Cm7T72VOne"" calls 300",2020-12-17T20:36:55.444Z,160823741544400
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:36:32.536Z,160823739253600
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 300",2020-12-17T20:36:24.189Z,160823738419008
"""Leon @ FBmvb3C6ih"" posts a small blind of 150",2020-12-17T20:36:24.189Z,160823738419007
"Your hand is J♠, 2♣",2020-12-17T20:36:24.189Z,160823738419003
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (43173) | #2 ""Solenya @ Cm7T72VOne"" (68227) | #4 ""Vaibhav @ d9aWWonCb9"" (31260) | #6 ""Leon @ FBmvb3C6ih"" (33200) | #9 ""dajafa @ 3lqztn0PtJ"" (34140)",2020-12-17T20:36:24.189Z,160823738419001
"-- starting hand #39  (No Limit Texas Hold'em) (dealer: ""Vaibhav @ d9aWWonCb9"") --",2020-12-17T20:36:24.189Z,160823738419000
"-- ending hand #38 --",2020-12-17T20:36:21.242Z,160823738124402
"""dajafa @ 3lqztn0PtJ"" collected 3750 from pot",2020-12-17T20:36:21.242Z,160823738124401
"Uncalled bet of 600 returned to ""dajafa @ 3lqztn0PtJ""",2020-12-17T20:36:21.242Z,160823738124400
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:36:20.429Z,160823738043000
"""dajafa @ 3lqztn0PtJ"" bets 600",2020-12-17T20:36:18.356Z,160823737835700
"""Leon @ FBmvb3C6ih"" checks",2020-12-17T20:36:12.973Z,160823737297400
"river: Q♠, A♥, J♣, A♠ [2♣]",2020-12-17T20:36:09.395Z,160823736939900
"""Leon @ FBmvb3C6ih"" calls 600",2020-12-17T20:36:08.591Z,160823736859200
"""dajafa @ 3lqztn0PtJ"" raises to 600",2020-12-17T20:36:06.373Z,160823736637400
"""Leon @ FBmvb3C6ih"" bets 300",2020-12-17T20:35:59.257Z,160823735925800
"turn: Q♠, A♥, J♣ [A♠]",2020-12-17T20:35:56.418Z,160823735642000
"""dajafa @ 3lqztn0PtJ"" calls 300",2020-12-17T20:35:55.610Z,160823735561100
"""Leon @ FBmvb3C6ih"" bets 300",2020-12-17T20:35:52.137Z,160823735213800
"flop:  [Q♠, A♥, J♣]",2020-12-17T20:35:47.661Z,160823734766200
"""Leon @ FBmvb3C6ih"" calls 900",2020-12-17T20:35:46.850Z,160823734685100
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:35:40.975Z,160823734097600
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:35:38.093Z,160823733809700
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:35:10.171Z,160823731017200
"""dajafa @ 3lqztn0PtJ"" raises to 900",2020-12-17T20:35:05.650Z,160823730565000
"""Leon @ FBmvb3C6ih"" posts a big blind of 300",2020-12-17T20:34:56.266Z,160823729627111
"""Vaibhav @ d9aWWonCb9"" posts a small blind of 150",2020-12-17T20:34:56.266Z,160823729627110
"Your hand is 9♠, 6♠",2020-12-17T20:34:56.266Z,160823729627106
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (43173) | #2 ""Solenya @ Cm7T72VOne"" (68227) | #4 ""Vaibhav @ d9aWWonCb9"" (31410) | #6 ""Leon @ FBmvb3C6ih"" (35000) | #9 ""dajafa @ 3lqztn0PtJ"" (32190)",2020-12-17T20:34:56.266Z,160823729627104
"-- starting hand #38  (No Limit Texas Hold'em) (dealer: ""Solenya @ Cm7T72VOne"") --",2020-12-17T20:34:56.266Z,160823729627103
"The player ""Leon @ FBmvb3C6ih"" joined the game with a stack of 35000.",2020-12-17T20:34:56.266Z,160823729627102
"The game's big blind was changed from 200 to 300.",2020-12-17T20:34:56.266Z,160823729627101
"The game's small blind was changed from 100 to 150.",2020-12-17T20:34:56.266Z,160823729627100
"-- ending hand #37 --",2020-12-17T20:34:49.229Z,160823728923103
"""Vaibhav @ d9aWWonCb9"" shows a 6♥, 6♣.",2020-12-17T20:34:49.229Z,160823728923102
"""Solenya @ Cm7T72VOne"" collected 7600 from pot with Two Pair, A's & 7's (combination: A♥, A♦, 7♠, 7♥, 4♣)",2020-12-17T20:34:49.229Z,160823728923101
"""Solenya @ Cm7T72VOne"" shows a 7♠, A♥.",2020-12-17T20:34:49.229Z,160823728923100
"""Solenya @ Cm7T72VOne"" calls 2000",2020-12-17T20:34:48.422Z,160823728842300
"""Vaibhav @ d9aWWonCb9"" bets 2000",2020-12-17T20:34:34.171Z,160823727417200
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:34:29.403Z,160823726940400
"river: A♦, 4♣, 2♥, 4♦ [7♥]",2020-12-17T20:34:16.274Z,160823725627800
"""Solenya @ Cm7T72VOne"" calls 1200",2020-12-17T20:34:15.457Z,160823725545800
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:33:45.742Z,160823722574200
"""Vaibhav @ d9aWWonCb9"" raises to 1200",2020-12-17T20:33:26.394Z,160823720639500
"""Solenya @ Cm7T72VOne"" bets 600",2020-12-17T20:33:22.624Z,160823720262500
"turn: A♦, 4♣, 2♥ [4♦]",2020-12-17T20:33:08.091Z,160823718809300
"""dajafa @ 3lqztn0PtJ"" calls 200",2020-12-17T20:33:07.278Z,160823718727900
"""Vaibhav @ d9aWWonCb9"" calls 200",2020-12-17T20:33:05.430Z,160823718543100
"""Solenya @ Cm7T72VOne"" bets 200",2020-12-17T20:32:56.841Z,160823717684200
"flop:  [A♦, 4♣, 2♥]",2020-12-17T20:32:32.312Z,160823715231300
"""Vaibhav @ d9aWWonCb9"" checks",2020-12-17T20:32:31.503Z,160823715150300
"""Solenya @ Cm7T72VOne"" calls 200",2020-12-17T20:32:26.798Z,160823714679900
"The admin approved the player ""Leon @ FBmvb3C6ih"" participation with a stack of 35000.",2020-12-17T20:32:02.476Z,160823712248000
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:32:02.082Z,160823712208200
"The player ""Leon @ FBmvb3C6ih"" requested a seat.",2020-12-17T20:31:57.032Z,160823711703200
"""dajafa @ 3lqztn0PtJ"" calls 200",2020-12-17T20:31:55.435Z,160823711543500
"""Vaibhav @ d9aWWonCb9"" posts a big blind of 200",2020-12-17T20:31:47.050Z,160823710705408
"""Solenya @ Cm7T72VOne"" posts a small blind of 100",2020-12-17T20:31:47.050Z,160823710705407
"Your hand is 7♠, A♥",2020-12-17T20:31:47.050Z,160823710705404
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (43173) | #2 ""Solenya @ Cm7T72VOne"" (64227) | #4 ""Vaibhav @ d9aWWonCb9"" (35010) | #9 ""dajafa @ 3lqztn0PtJ"" (32590)",2020-12-17T20:31:47.050Z,160823710705402
"-- starting hand #37  (No Limit Texas Hold'em) (dealer: ""Wilson @ juRPq4TIwB"") --",2020-12-17T20:31:47.050Z,160823710705401
"The player ""Leon @ FBmvb3C6ih"" quits the game with a stack of 0.",2020-12-17T20:31:47.050Z,160823710705400
"-- ending hand #36 --",2020-12-17T20:31:41.027Z,160823710102901
"""Solenya @ Cm7T72VOne"" collected 46624 from pot with Two Pair, Q's & J's (combination: Q♠, Q♥, J♣, J♠, 9♥)",2020-12-17T20:31:41.027Z,160823710102900
"river: Q♥, J♠, 9♥, 3♣ [4♠]",2020-12-17T20:31:38.011Z,160823709801500
"""Leon @ FBmvb3C6ih"" shows a 10♣, 10♦.",2020-12-17T20:31:34.976Z,160823709497802
"""Solenya @ Cm7T72VOne"" shows a J♣, Q♠.",2020-12-17T20:31:34.976Z,160823709497801
"Uncalled bet of 17603 returned to ""Solenya @ Cm7T72VOne""",2020-12-17T20:31:34.976Z,160823709497800
"""Solenya @ Cm7T72VOne"" raises to 32290 and go all in",2020-12-17T20:31:34.164Z,160823709416600
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:31:13.899Z,160823707390000
"""Leon @ FBmvb3C6ih"" raises to 14687 and go all in",2020-12-17T20:31:11.838Z,160823707183900
"""Solenya @ Cm7T72VOne"" bets 4000",2020-12-17T20:31:07.786Z,160823706778700
"turn: Q♥, J♠, 9♥ [3♣]",2020-12-17T20:30:53.540Z,160823705354200
"""Solenya @ Cm7T72VOne"" calls 4750",2020-12-17T20:30:52.733Z,160823705273300
"""dajafa @ 3lqztn0PtJ"" calls 4750",2020-12-17T20:30:51.813Z,160823705181400
"""Leon @ FBmvb3C6ih"" raises to 4750",2020-12-17T20:30:29.281Z,160823702928200
"""Solenya @ Cm7T72VOne"" bets 1000",2020-12-17T20:30:24.237Z,160823702423800
"flop:  [Q♥, J♠, 9♥]",2020-12-17T20:30:01.684Z,160823700169100
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:30:00.828Z,160823700082900
"""Solenya @ Cm7T72VOne"" calls 900",2020-12-17T20:29:56.163Z,160823699616400
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:29:55.223Z,160823699522400
"""dajafa @ 3lqztn0PtJ"" calls 900",2020-12-17T20:29:47.742Z,160823698774300
"""Leon @ FBmvb3C6ih"" raises to 900",2020-12-17T20:29:39.267Z,160823697926800
"""Vaibhav @ d9aWWonCb9"" calls 200",2020-12-17T20:29:33.774Z,160823697377500
"""Solenya @ Cm7T72VOne"" posts a big blind of 200",2020-12-17T20:29:30.432Z,160823697043308
"""Wilson @ juRPq4TIwB"" posts a small blind of 100",2020-12-17T20:29:30.432Z,160823697043307
"Your hand is J♣, Q♠",2020-12-17T20:29:30.432Z,160823697043303
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (43273) | #2 ""Solenya @ Cm7T72VOne"" (37940) | #4 ""Vaibhav @ d9aWWonCb9"" (35210) | #8 ""Leon @ FBmvb3C6ih"" (20337) | #9 ""dajafa @ 3lqztn0PtJ"" (38240)",2020-12-17T20:29:30.432Z,160823697043301
"-- starting hand #36  (No Limit Texas Hold'em) (dealer: ""dajafa @ 3lqztn0PtJ"") --",2020-12-17T20:29:30.432Z,160823697043300
"-- ending hand #35 --",2020-12-17T20:29:23.404Z,160823696340604
"""Solenya @ Cm7T72VOne"" collected 450 from pot with Pair, 5's (combination: 5♣, 5♥, Q♣, J♥, 9♠)",2020-12-17T20:29:23.404Z,160823696340603
"""Solenya @ Cm7T72VOne"" shows a 5♣, 3♦.",2020-12-17T20:29:23.404Z,160823696340602
"""Wilson @ juRPq4TIwB"" collected 450 from pot with Pair, 5's (combination: 5♠, 5♥, Q♣, J♥, 9♠)",2020-12-17T20:29:23.404Z,160823696340601
"""Wilson @ juRPq4TIwB"" shows a 5♠, 6♥.",2020-12-17T20:29:23.404Z,160823696340600
"""Solenya @ Cm7T72VOne"" calls 200",2020-12-17T20:29:22.586Z,160823696258700
"""Wilson @ juRPq4TIwB"" bets 200",2020-12-17T20:28:55.577Z,160823693557700
"river: 8♣, Q♣, J♥, 9♠ [5♥]",2020-12-17T20:28:48.303Z,160823692830900
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:28:47.496Z,160823692749700
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:28:19.062Z,160823689906300
"turn: 8♣, Q♣, J♥ [9♠]",2020-12-17T20:28:07.889Z,160823688789000
"""Solenya @ Cm7T72VOne"" checks",2020-12-17T20:28:07.082Z,160823688708300
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:27:50.296Z,160823687029700
"flop:  [8♣, Q♣, J♥]",2020-12-17T20:27:25.524Z,160823684552500
"""Wilson @ juRPq4TIwB"" checks",2020-12-17T20:27:24.716Z,160823684471700
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:27:23.795Z,160823684379600
"""Leon @ FBmvb3C6ih"" folds",2020-12-17T20:27:16.938Z,160823683693800
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:27:16.014Z,160823683601500
"""Solenya @ Cm7T72VOne"" calls 200",2020-12-17T20:27:14.249Z,160823683425000
"""Wilson @ juRPq4TIwB"" posts a big blind of 200",2020-12-17T20:26:50.981Z,160823681098310
"""dajafa @ 3lqztn0PtJ"" posts a small blind of 100",2020-12-17T20:26:50.981Z,160823681098309
"Your hand is 5♣, 3♦",2020-12-17T20:26:50.981Z,160823681098305
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (43223) | #2 ""Solenya @ Cm7T72VOne"" (37890) | #4 ""Vaibhav @ d9aWWonCb9"" (35210) | #8 ""Leon @ FBmvb3C6ih"" (20337) | #9 ""dajafa @ 3lqztn0PtJ"" (38340)",2020-12-17T20:26:50.981Z,160823681098303
"-- starting hand #35  (No Limit Texas Hold'em) (dealer: ""Leon @ FBmvb3C6ih"") --",2020-12-17T20:26:50.981Z,160823681098302
"The game's big blind was changed from 150 to 200.",2020-12-17T20:26:50.981Z,160823681098301
"The game's small blind was changed from 75 to 100.",2020-12-17T20:26:50.981Z,160823681098300
"-- ending hand #34 --",2020-12-17T20:26:48.050Z,160823680805302
"""Leon @ FBmvb3C6ih"" collected 900 from pot",2020-12-17T20:26:48.050Z,160823680805301
"Uncalled bet of 150 returned to ""Leon @ FBmvb3C6ih""",2020-12-17T20:26:48.050Z,160823680805300
"""Solenya @ Cm7T72VOne"" folds",2020-12-17T20:26:47.236Z,160823680723700
"""Leon @ FBmvb3C6ih"" bets 150",2020-12-17T20:26:18.896Z,160823677889700
"turn: 5♠, K♣, 9♠ [10♠]",2020-12-17T20:26:12.249Z,160823677225100
"""Solenya @ Cm7T72VOne"" calls 225",2020-12-17T20:26:11.439Z,160823677143900
"""dajafa @ 3lqztn0PtJ"" folds",2020-12-17T20:26:10.525Z,160823677052500
"""Leon @ FBmvb3C6ih"" bets 225",2020-12-17T20:25:39.698Z,160823673969800
"flop:  [5♠, K♣, 9♠]",2020-12-17T20:25:34.611Z,160823673461200
"""dajafa @ 3lqztn0PtJ"" checks",2020-12-17T20:25:33.799Z,160823673380000
"""Leon @ FBmvb3C6ih"" calls 150",2020-12-17T20:25:18.071Z,160823671807200
"""Vaibhav @ d9aWWonCb9"" folds",2020-12-17T20:25:14.379Z,160823671438000
"""Solenya @ Cm7T72VOne"" calls 150",2020-12-17T20:25:04.298Z,160823670429900
"""Wilson @ juRPq4TIwB"" folds",2020-12-17T20:25:03.368Z,160823670336900
"""dajafa @ 3lqztn0PtJ"" posts a big blind of 150",2020-12-17T20:24:58.909Z,160823669891108
"""Leon @ FBmvb3C6ih"" posts a small blind of 75",2020-12-17T20:24:58.909Z,160823669891107
"Your hand is 5♦, A♣",2020-12-17T20:24:58.909Z,160823669891103
"Player stacks: #1 ""Wilson @ juRPq4TIwB"" (43223) | #2 ""Solenya @ Cm7T72VOne"" (38265) | #4 ""Vaibhav @ d9aWWonCb9"" (35210) | #8 ""Leon @ FBmvb3C6ih"" (19812) | #9 ""dajafa @ 3lqztn0PtJ"" (38490)",2020-12-17T20:24:58.909Z,160823669891101
